VM name,status,Date Created,OS,memGB,diskGB,IP,vApp name,vApp status,Application,Application Owner,Owner Email,OrgVDC,Organization,VM description,vApp description
ora-test31-oid-d1,PoweredOn,,Other 2.6.x Linux (64-bit),4,622,,appd-IDM_OID_11G_Prod_VMW-3.0.0-ashrafm-2776-d2f61520-7bef-47ed-a459-794dbcf40338,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-osb-a1,PoweredOn,,Other 2.6.x Linux (64-bit),4,75,10.148.234.42,appd-SOA_OSB-1.2.1-admin-2797-0d2fb766-b523-4fbe-97c8-a55b087ff8bf,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-osb-a2,PoweredOn,,Other 2.6.x Linux (64-bit),4,75,10.148.234.43,appd-SOA_OSB-1.2.1-admin-2797-0d2fb766-b523-4fbe-97c8-a55b087ff8bf,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-sfa3intr-d1,PoweredOn,,Other 2.6.x Linux (64-bit),8,294,10.148.234.14,appd-DBA_InformaticaDB-2.0.0-admin-2700-84f03e18-9b1f-4c5f-8012-a5bedd9dc41a,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a1,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.60,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a2,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.61,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a3,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.58,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a4,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.63,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a5,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.64,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a6,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.65,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-a7,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,50,10.148.234.62,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-d1,PoweredOn,,Other 2.6.x Linux (64-bit),8,510,10.148.234.10,appd-DBA_UCMDB-2.0.0-admin-2779-df18ec89-8ea9-455e-b11a-70e3d77f94fa,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-w1,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,30,10.148.234.57,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-ucm-w2,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,30,10.148.234.59,appd-UCM_APPLICATION-2.0.0-admin-2815-4553873d-7c85-48fd-ab55-6ab3fa012e84,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test31-wlp-d11,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),8,209,,appd-DBA_LiferRayDB-2.0.0-admin-2699-4d6bb9cc-d95f-4a40-9f2c-d6fa400e0982,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
ora-test32-ebs-app-1,PoweredOn,,Other 2.6.x Linux (64-bit),8,220,10.148.79.2,appd-SDDC_DBA_EBSDB-2.0.0-skatpally-1408-243222a8-12c6-4948-a7f7-967e31e4bffe,PoweredOn,,,,CorpITTest32-Allocation1-ovDC,corpittest,"",""
ora-test32-ebs-ccm-1,PoweredOn,,Other 2.6.x Linux (64-bit),8,220,10.148.79.3,appd-SDDC_DBA_EBSDB-2.0.0-skatpally-1408-243222a8-12c6-4948-a7f7-967e31e4bffe,PoweredOn,,,,CorpITTest32-Allocation1-ovDC,corpittest,"",""
ora-test32-ebs-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),16,242,,appd-SDDC_DBA_EBSDB-2.0.0-skatpally-1408-243222a8-12c6-4948-a7f7-967e31e4bffe,PoweredOn,,,,CorpITTest32-Allocation1-ovDC,corpittest,"",""
ora-test33-birtr-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,776,,appd-SDDC_DBA_RTRDB-2.0.0-admin-3463-5c6f6daf-0364-4519-a728-f4ccc973c0dd,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-custom-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),12,66,,appd-SDDC_DBA_CUSTOMDB-2.0.0-admin-3473-03d68af4-5264-400c-872c-2526027dd733,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ebs-app-1,PoweredOn,,Other 2.6.x Linux (64-bit),8,220,10.152.108.29,appd-SDDC_DBA_EBSDB-2.0.0-admin-3499-8e08f4cf-96f4-48ed-b435-5f5dcb1280a6,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ebs-ccm-1,PoweredOn,,Other 2.6.x Linux (64-bit),8,220,10.152.108.30,appd-SDDC_DBA_EBSDB-2.0.0-admin-3499-8e08f4cf-96f4-48ed-b435-5f5dcb1280a6,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ebs-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),16,226,,appd-SDDC_DBA_EBSDB-2.0.0-admin-3499-8e08f4cf-96f4-48ed-b435-5f5dcb1280a6,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-a1,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2,20,10.152.108.43,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-3476-cf59a370-eede-4f28-b09c-ab9ad2773cdc,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-a2,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2,20,10.152.108.45,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-3476-cf59a370-eede-4f28-b09c-ab9ad2773cdc,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-d1,PoweredOn,,Other 2.6.x Linux (64-bit),4,352,,appd-SDDC_DBA_IDMDB-2.0.0-admin-3450-341054a8-6020-402b-b686-0dc1bcfac4c9,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-i1,PoweredOn,,Other 2.6.x Linux (64-bit),2,72,10.152.108.49,appd-SDDC_IDM_OID-2.0.0-admin-3448-dbafee28-0195-4449-b08a-4d831ac42949,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-i2,PoweredOn,,Other 2.6.x Linux (64-bit),2,72,10.152.108.48,appd-SDDC_IDM_OID-2.0.0-admin-3448-dbafee28-0195-4449-b08a-4d831ac42949,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-v1,PoweredOn,,Other 2.6.x Linux (64-bit),2,72,10.152.108.44,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-3476-cf59a370-eede-4f28-b09c-ab9ad2773cdc,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-v2,PoweredOn,,Other 2.6.x Linux (64-bit),2,72,10.152.108.42,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-3476-cf59a370-eede-4f28-b09c-ab9ad2773cdc,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-w1,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2,18,10.152.108.47,appd-SDDC_IDM_WEB_TEST-2.0.0-admin-3478-3e3b50f9-fd10-4599-8dc3-cda707d452af,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmidm-w2,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2,18,10.152.108.79,appd-SDDC_IDM_WEB_TEST-2.0.0-admin-3478-3e3b50f9-fd10-4599-8dc3-cda707d452af,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmsoa-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,160,10.152.108.11,appd-SDDC_DBA_SOADB-2.0.0-admin-3461-e540fe45-99ed-489d-b2e5-27b1622303ef,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmwsoax-a1,PoweredOn,,Other 2.6.x Linux (64-bit),4,74,10.152.108.80,appd-SDDC_SOA_BPEL-2.0.0-admin-3510-e9561012-907d-4a06-b22e-832c249f079c,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-fmwsoax-a2,PoweredOn,,Other 2.6.x Linux (64-bit),4,74,10.152.108.81,appd-SDDC_SOA_BPEL-2.0.0-admin-3510-e9561012-907d-4a06-b22e-832c249f079c,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-inf9-d2,PoweredOn,,Other 2.6.x Linux (64-bit),4,402,10.152.108.37,appd-SDDC_INFORMATICA_910_APP-2.0.0-admin-3507-bb41120a-4f3a-45a5-94ea-2a5907296439,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-lrpis-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),4,160,10.152.108.7,appd-SDDC_DBA_LRPIS-2.0.0-admin-3449-3a965e79-b115-4534-a3d6-c993e279a380,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-osb-a1,PoweredOn,,Other 2.6.x Linux (64-bit),4,74,10.152.108.71,appd-SDDC_SOA_OSB-2.0.0-admin-3517-68a7ef84-640e-4a82-8481-9096a3f3fcbd,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-osb-a2,PoweredOn,,Other 2.6.x Linux (64-bit),4,74,10.152.108.72,appd-SDDC_SOA_OSB-2.0.0-admin-3517-68a7ef84-640e-4a82-8481-9096a3f3fcbd,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a1,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.54,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a2,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.38,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a3,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.51,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a4,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.41,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a5,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.55,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a6,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.56,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-a7,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.108.50,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),16,118,,appd-SDDC_DBA_UCMDB-2.0.0-admin-3442-dfd838e0-3ed5-439a-a876-f3de98c42e29,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-w1,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,30,10.152.108.39,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-ucm-w2,PoweredOn,,Oracle Linux 4/5/6 (32-bit),4,30,10.152.108.40,appd-SDDC_UCM_APPLICATION-2.0.0-admin-3518-3a85e51e-d970-4a86-8fdc-78e4458bff51,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test33-wlp-d11,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,59,10.152.108.14,appd-SDDC_DBA_LIFERAYDB-2.0.0-admin-3438-92adcd63-ef47-4204-898b-8a56104b99be,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
ora-test34-birtr-d1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),8,776,,appd-SDDC_DBA_RTRDB-2.0.0-admin-4137-c03302ff-df56-4b78-a188-5153e7eb774f,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-custom-d1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),12,66,,appd-SDDC_DBA_CUSTOMDB-2.0.0-admin-4122-be528773-d3d0-42f5-8c3e-88691d638fb9,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ebs-app-1,PoweredOff,,Other 2.6.x Linux (64-bit),8,220,10.152.109.37,appd-SDDC_DBA_EBSDB-2.0.0-admin-4154-a505b2bd-d91c-4d8e-a04a-5fd06913d636,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ebs-ccm-1,PoweredOff,,Other 2.6.x Linux (64-bit),8,220,10.152.109.38,appd-SDDC_DBA_EBSDB-2.0.0-admin-4154-a505b2bd-d91c-4d8e-a04a-5fd06913d636,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ebs-d1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),16,226,,appd-SDDC_DBA_EBSDB-2.0.0-admin-4154-a505b2bd-d91c-4d8e-a04a-5fd06913d636,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-a1,PoweredOff,,Red Hat Enterprise Linux 4 (32-bit),2,20,10.152.109.70,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-4155-113e62e1-71ec-4009-8fd3-05a758e846dc,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-a2,PoweredOff,,Red Hat Enterprise Linux 4 (32-bit),2,20,10.152.109.72,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-4155-113e62e1-71ec-4009-8fd3-05a758e846dc,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-d1,PoweredOff,,Other 2.6.x Linux (64-bit),4,352,,appd-SDDC_DBA_IDMDB-2.0.0-admin-4113-3013aaae-3be8-43cd-a0db-41227d6cf9c8,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-i1,PoweredOff,,Other 2.6.x Linux (64-bit),2,72,10.152.109.78,appd-SDDC_IDM_OID-2.0.0-admin-4151-3299cda9-7d34-4572-94ee-d54591d7fda9,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-i2,PoweredOff,,Other 2.6.x Linux (64-bit),2,72,10.152.109.77,appd-SDDC_IDM_OID-2.0.0-admin-4151-3299cda9-7d34-4572-94ee-d54591d7fda9,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-v1,PoweredOff,,Other 2.6.x Linux (64-bit),2,72,10.152.109.71,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-4155-113e62e1-71ec-4009-8fd3-05a758e846dc,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-v2,PoweredOff,,Other 2.6.x Linux (64-bit),2,72,10.152.109.69,appd-SDDC_IDM_OAM_OVD_TEST-2.0.0-admin-4155-113e62e1-71ec-4009-8fd3-05a758e846dc,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-w1,PoweredOff,,Red Hat Enterprise Linux 4 (32-bit),2,18,10.152.109.15,appd-SDDC_IDM_WEB_TEST-2.0.0-admin-4156-7d4b709e-1dfe-4003-bb95-3633e85e58c8,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmidm-w2,PoweredOff,,Red Hat Enterprise Linux 4 (32-bit),2,18,10.152.109.44,appd-SDDC_IDM_WEB_TEST-2.0.0-admin-4156-7d4b709e-1dfe-4003-bb95-3633e85e58c8,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmsoa-d1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),8,160,10.152.109.8,appd-SDDC_DBA_SOADB-2.0.0-admin-4126-f9d9aa19-384c-4c6e-b54f-5510f151bd12,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmwsoax-a1,PoweredOff,,Other 2.6.x Linux (64-bit),4,74,10.152.109.79,appd-SDDC_SOA_BPEL-2.0.0-admin-4152-7b7e9aeb-f59b-41bb-be2f-df66ce795181,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-fmwsoax-a2,PoweredOff,,Other 2.6.x Linux (64-bit),4,74,10.152.109.80,appd-SDDC_SOA_BPEL-2.0.0-admin-4152-7b7e9aeb-f59b-41bb-be2f-df66ce795181,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-inf9-d2,PoweredOff,,Other 2.6.x Linux (64-bit),4,402,10.152.109.26,appd-SDDC_INFORMATICA_910_APP-2.0.0-admin-4118-f0a4b969-728f-483a-b183-f46906999203,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-lrpis-d1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),4,160,10.152.109.9,appd-SDDC_DBA_LRPIS-2.0.0-admin-4124-04f4488c-ac6f-498c-ad43-a855deb38340,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-osb-a1,PoweredOff,,Other 2.6.x Linux (64-bit),4,74,10.152.109.55,appd-SDDC_SOA_OSB-2.0.0-admin-4153-c2361b1b-7f61-4885-b038-98f72ab91e7c,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-osb-a2,PoweredOff,,Other 2.6.x Linux (64-bit),4,74,10.152.109.56,appd-SDDC_SOA_OSB-2.0.0-admin-4153-c2361b1b-7f61-4885-b038-98f72ab91e7c,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-sfa3intr-d1,PoweredOff,,Other 2.6.x Linux (64-bit),8,286,10.152.109.7,appd-SDDC_DBA_INFORMATICADB-2.0.0-admin-4131-ecd775fc-9a0f-4baa-b2dd-bc8937332f79,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a1,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.64,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a2,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.58,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a3,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.63,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a4,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.61,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a5,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.65,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a6,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.66,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-a7,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,210,10.152.109.62,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-d1,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),16,118,,appd-SDDC_DBA_UCMDB-2.0.0-admin-4138-6f691641-cbbb-41b7-b2a7-3394adde85b5,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-w1,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,30,10.152.109.59,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-ucm-w2,PoweredOff,,Oracle Linux 4/5/6 (32-bit),4,30,10.152.109.60,appd-SDDC_UCM_APPLICATION-2.0.0-admin-4139-5d1bc0c2-d38e-43a8-ab1e-a02bf81ebcab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test34-wlp-d11,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),8,59,10.152.109.10,appd-SDDC_DBA_LIFERAYDB-2.0.0-admin-4116-5f35812e-4698-4ec0-bccd-cf24e2f9e3de,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
ora-test40-birtr-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,376,,appd-SDDC_DBA_RTRDB-3.0.0-admin-1758-c8a4bd24-dae0-42ca-9b55-c9affc53a0d9,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-custom-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),12,66,,appd-SDDC_DBA_CUSTOMDB-3.0.0-admin-1756-af7f6d2d-a520-4f97-8f35-0b8f84e7edcc,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-app-11,PoweredOn,,Other 2.6.x Linux (64-bit),8,54,10.152.119.54,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-app-12,PoweredOn,,Other 2.6.x Linux (64-bit),8,54,10.152.119.100,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-app-13,PoweredOn,,Other 2.6.x Linux (64-bit),8,54,10.152.119.101,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-ccm-11,PoweredOn,,Other 2.6.x Linux (64-bit),8,54,10.152.119.102,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-ccm-12,PoweredOn,,Other 2.6.x Linux (64-bit),8,54,10.152.119.103,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-r1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),40,130,,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-r2,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),40,130,,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-ebs-r3,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),40,130,,EBS_RAC_TEST40,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
ora-test40-fmidm-a1,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2,20,10.152.119.25,appd-SDDC_IDM_OAM_OVD_TEST-3.0.0-admin-1806-9aa61d22-8e6d-4a87-9f0e-d1f63c8586fe,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
